lat,lon,borough
51.5084,-0.133477,City of Westminster
51.5127,-0.127775,City of Westminster
51.5079,-0.126411,City of Westminster
51.5078,-0.130258,City of Westminster
51.5127,-0.115233,City of Westminster
51.5139,-0.111758,City of Westminster
51.512,-0.17446,City of Westminster
51.5181,-0.156009,City of Westminster
51.5223,-0.145749,City of Westminster
51.5147,-0.155254,City of Westminster
51.5151,-0.156855,City of Westminster
51.5168,-0.145649,City of Westminster
51.5161,-0.144477,City of Westminster
51.512779,-0.1678282,City of Westminster
51.507913,-0.13351068,City of Westminster
51.515387,-0.16494193,City of Westminster
51.509756,-0.13125928,City of Westminster
51.518382,-0.16150643,City of Westminster
51.513092,-0.12447883,City of Westminster
51.52111,-0.15600554,City of Westminster
51.52147,-0.14915848,City of Westminster
51.522426,-0.14312308,City of Westminster
51.490455,-0.12991673,City of Westminster
51.496263,-0.12926124,City of Westminster
51.515869,-0.13844617,City of Westminster
51.498086,-0.13588597,City of Westminster
51.49396,-0.1399727,City of Westminster
51.520298,-0.13992318,City of Westminster
51.510343,-0.15468216,City of Westminster
51.511868,-0.14023776,City of Westminster
51.506608,-0.1351779,City of Westminster
51.5142,-0.11954752,City of Westminster
51.494807,-0.12819715,City of Westminster
51.492824,-0.13638873,City of Westminster
51.512794,-0.17566767,City of Westminster
51.511179,-0.11957105,City of Westminster
51.509918,-0.12560356,City of Westminster
51.503468,-0.14981592,City of Westminster
51.508077,-0.13985898,City of Westminster
51.490369,-0.12731299,City of Westminster
51.491959,-0.12893324,City of Westminster
51.509209,-0.13132492,City of Westminster
51.517459,-0.13555629,City of Westminster
51.512926,-0.12588363,City of Westminster
51.513077,-0.12182765,City of Westminster
51.511576,-0.17603335,City of Westminster
51.511231,-0.11941041,City of Westminster
51.507948,-0.1402245,City of Westminster
51.505233,-0.13805831,City of Westminster
51.519466,-0.14471372,City of Westminster
51.509696,-0.12688085,City of Westminster
51.513299,-0.12281293,City of Westminster
51.512072,-0.12704278,City of Westminster
51.515099,-0.11559027,City of Westminster
51.51513,-0.13269683,City of Westminster
51.514983,-0.13195337,City of Westminster
51.513291,-0.13579857,City of Westminster
51.511775,-0.12927435,City of Westminster
51.511036,-0.13593385,City of Westminster
51.510741,-0.1377473,City of Westminster
51.513761,-0.15187779,City of Westminster
51.515613,-0.15357559,City of Westminster
51.516659,-0.15317297,City of Westminster
51.51375,-0.14605571,City of Westminster
51.51789,-0.13885384,City of Westminster
51.515167,-0.14582522,City of Westminster
51.507721,-0.12714915,City of Westminster
51.51666,-0.15892377,City of Westminster
51.516193,-0.15555554,City of Westminster
51.514827,-0.14931246,City of Westminster
51.519024,-0.14177685,City of Westminster
51.51596,-0.13968195,City of Westminster
51.51439,-0.13873707,City of Westminster
51.512242,-0.15077192,City of Westminster
51.506281,-0.15086916,City of Westminster
51.506757,-0.1394516,City of Westminster
51.522255,-0.14594095,City of Westminster
51.50703,-0.12498715,City of Westminster
51.507491,-0.12848434,City of Westminster
51.494545,-0.13548298,City of Westminster
51.498151,-0.13602738,City of Westminster
51.515612,-0.13247533,City of Westminster
51.50766,-0.12723813,City of Westminster
51.51514,-0.14582631,City of Westminster
51.51727,-0.14461557,City of Westminster
51.4926,-0.143023,City of Westminster
51.4986,-0.157033,City of Westminster
51.5313,-0.187841,City of Westminster
51.5259,-0.192169,City of Westminster
51.5286,-0.169744,City of Westminster
