lat,lon,borough
51.4044952,-0.2571594,Kingston upon Thames
51.4164891,-0.2829218,Kingston upon Thames
51.3845356,-0.2931909,Kingston upon Thames
51.4108906,-0.2642623,Kingston upon Thames
51.388447,-0.2973427,Kingston upon Thames
51.4050739,-0.2473426,Kingston upon Thames
51.4003779,-0.2544156,Kingston upon Thames
51.3989797,-0.2555126,Kingston upon Thames
51.3907179,-0.2995869,Kingston upon Thames
51.3893031,-0.2997104,Kingston upon Thames
51.4237687,-0.2722423,Kingston upon Thames
51.4164629,-0.2843248,Kingston upon Thames
51.4035154,-0.303176,Kingston upon Thames
51.41251566,-0.284471793,Kingston upon Thames
51.4027526,-0.3041408,Kingston upon Thames
51.4076976,-0.2979346,Kingston upon Thames
51.3940695,-0.3044808,Kingston upon Thames
51.3920007,-0.3069877,Kingston upon Thames
51.3974436,-0.2550619,Kingston upon Thames
51.3923989,-0.3062385,Kingston upon Thames
51.4155836,-0.2837618,Kingston upon Thames
51.4044419,-0.3059611,Kingston upon Thames
51.4100266,-0.3068802,Kingston upon Thames
51.3932972,-0.3049204,Kingston upon Thames
51.4037328,-0.3027901,Kingston upon Thames
51.3849041,-0.2946044,Kingston upon Thames
51.4069616,-0.3043276,Kingston upon Thames
51.3823375,-0.2860544,Kingston upon Thames
51.4107625,-0.3056653,Kingston upon Thames
51.4110621,-0.3055874,Kingston upon Thames
51.4096575,-0.3050996,Kingston upon Thames
51.4111086,-0.3067567,Kingston upon Thames
51.4017586,-0.3045956,Kingston upon Thames
51.4320232,-0.2572298,Kingston upon Thames
51.4141368,-0.2872158,Kingston upon Thames
51.3685306,-0.1603187,Sutton
51.3848,-0.21238,Sutton
51.521562,-0.0898905,Islington
51.5467386,-0.1029396,Islington
51.5203016,-0.1018208,Islington
51.5489819,-0.0915449,Islington
51.5469998,-0.1036524,Islington
51.5313959,-0.1193586,Islington
51.5245107,-0.1029904,Islington
51.5650009,-0.1082633,Islington
51.5208556,-0.104813,Islington
51.5315699,-0.1170592,Islington
