lat,lon,borough
51.3717,-0.16785,Sutton
51.36978,-0.18086,Sutton
51.36831,-0.16497,Sutton
51.36959,-0.19515,Sutton
51.3663,-0.20572,Sutton
51.36224,-0.20653,Sutton
51.3594,-0.21697,Sutton
51.35422,-0.2155,Sutton
51.35304,-0.20405,Sutton
51.34443,-0.19762,Sutton
51.34443,-0.19251,Sutton
51.34542,-0.1881,Sutton
51.35334,-0.19182,Sutton
51.35797,-0.19102,Sutton
51.35938,-0.19152,Sutton
51.36037,-0.18678,Sutton
51.35767,-0.17304,Sutton
51.35668,-0.1703,Sutton
51.35469,-0.16295,Sutton
51.36226,-0.15079,Sutton
51.35781,-0.14934,Sutton
51.368124,-0.224758,Sutton
51.374833,-0.20819,Sutton
51.3669306,-0.2040385,Sutton
51.349488,-0.195226,Sutton
51.367334,-0.157897,Sutton
51.365436,-0.15995,Sutton
51.381988,-0.234955,Sutton
51.3794622,-0.218986852,Sutton
51.37616838,-0.222273087,Sutton
51.37483525,-0.2238986,Sutton
51.37217219,-0.226861542,Sutton
51.38396712,-0.19053174,Sutton
51.38180585,-0.195131551,Sutton
51.37881031,-0.20098944,Sutton
51.37399476,-0.205408134,Sutton
51.37173771,-0.208399939,Sutton
51.37022324,-0.210483398,Sutton
51.36227968,-0.214122035,Sutton
51.45327,-0.1469,Lambeth
51.36853,-0.160318,Sutton
51.3848,-0.21238,Sutton
51.455649,-0.110526,Lambeth
51.439308,-0.11997759,Lambeth
51.44778,-0.11611811,Lambeth
51.436216,-0.11948588,Lambeth
51.433474,-0.11952656,Lambeth
51.432273,-0.12429464,Lambeth
51.462179,-0.091786188,Lambeth
51.469673,-0.12035663,Lambeth
51.506034,-0.10995541,Lambeth
51.461177,-0.1031718,Lambeth
51.498791,-0.11643588,Lambeth
51.464616,-0.13025346,Lambeth
51.414581,-0.12914624,Lambeth
51.45314,-0.10439736,Lambeth
51.451239,-0.11701201,Lambeth
51.438889,-0.10569247,Lambeth
51.454049,-0.10725277,Lambeth
51.42305,-0.094423405,Lambeth
51.427099,-0.089594222,Lambeth
51.424123,-0.084094186,Lambeth
51.429973,-0.09705574,Lambeth
51.506377,-0.11341399,Lambeth
51.506325,-0.10850236,Lambeth
51.430773,-0.090419249,Lambeth
51.505034,-0.11600554,Lambeth
51.431878,-0.10363751,Lambeth
51.447905,-0.10098752,Lambeth
51.453563,-0.12008288,Lambeth
51.454228,-0.11722007,Lambeth
51.455052,-0.11479679,Lambeth
51.462879,-0.12174432,Lambeth
51.463954,-0.11535129,Lambeth
51.485217,-0.11058585,Lambeth
51.46225,-0.12571464,Lambeth
51.462126,-0.14558612,Lambeth
51.476731,-0.10298741,Lambeth
51.452749,-0.13386162,Lambeth
51.450458,-0.13624342,Lambeth
51.459116,-0.10970625,Lambeth
51.457131,-0.10706772,Lambeth
51.449741,-0.11785078,Lambeth
51.479526,-0.11123869,Lambeth
51.476448,-0.11493719,Lambeth
51.481131,-0.10760069,Lambeth
51.483178,-0.10737194,Lambeth
51.497783,-0.11528163,Lambeth
51.452931,-0.10374391,Lambeth
51.581942,-0.126753,Haringey
51.58659,-0.133305,Haringey
51.587817,-0.11693,Haringey
51.577965,-0.124206,Haringey
51.58759,-0.133098,Haringey
51.5707307,-0.0962864,Haringey
51.5895064,-0.145491,Haringey
51.5788616,-0.1234821,Haringey
51.5765639,-0.1441865,Haringey
51.5972464,-0.1104943,Haringey
51.5905872,-0.1028142,Haringey
51.595174,-0.108432,Haringey
51.588714,-0.110605,Haringey
51.569274,-0.111146,Haringey
51.578164,-0.099107,Haringey
51.593525,-0.106968,Haringey
51.582503,-0.157968,Haringey
51.5797,-0.124,Haringey
51.5728,-0.16592,Haringey
51.58247,-0.0996,Haringey
51.556208,-0.117284,Islington
51.433485,-0.1292516,Lambeth
51.455287,-0.1048266,Lambeth
51.503302,-0.10673997,Lambeth
51.461057,-0.11410308,Lambeth
51.489288,-0.109294,Lambeth
51.587438,-0.101085,Haringey
51.58764,-0.099487,Haringey
51.587721,-0.114866,Haringey
51.593351,-0.115283,Haringey
51.575913,-0.104249,Haringey
51.576123,-0.114455,Haringey
51.570285,-0.144805,Haringey
51.573946,-0.12844,Islington
51.5777,-0.152938,Haringey
51.600675,-0.111754,Haringey
51.583714,-0.13002,Haringey
51.582373,-0.11947,Haringey
51.48639,-0.2325,Richmond upon Thames
51.47516,-0.23977,Richmond upon Thames
51.46735,-0.24215,Richmond upon Thames
51.48336,-0.24331,Richmond upon Thames
51.3703582,-0.1629784,Sutton
51.3768753,-0.2375817,Sutton
51.360715,-0.1919551,Sutton
51.3772314,-0.1535753,Sutton
51.3475982,-0.1967803,Sutton
51.3525738,-0.173268,Sutton
51.3852256,-0.2119133,Sutton
51.3557253,-0.2154993,Sutton
51.3684325,-0.1665255,Sutton
51.3723541,-0.2235858,Sutton
51.34334,-0.1889879,Sutton
51.3781612,-0.2076574,Sutton
51.3603486,-0.1511671,Sutton
51.3719067,-0.2242468,Sutton
51.3781834,-0.1537703,Sutton
51.3752483,-0.2061324,Sutton
51.3628017,-0.1599888,Sutton
51.3719334,-0.1599334,Sutton
51.3602645,-0.2167237,Sutton
51.3592665,-0.1909384,Sutton
51.378599,-0.2415465,Sutton
51.386519,-0.2355,Sutton
51.3780841,-0.2416942,Sutton
51.3759245,-0.2357885,Sutton
51.3823993,-0.1561334,Sutton
51.3554433,-0.2143655,Sutton
51.3832671,-0.1564081,Sutton
51.3819144,-0.1626525,Sutton
51.3930597,-0.304310413,Kingston upon Thames
51.3985973,-0.2801622,Kingston upon Thames
51.4075873,-0.2746215,Kingston upon Thames
51.4025693,-0.2561809,Kingston upon Thames
51.4041515,-0.3033537,Kingston upon Thames
